Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp
3,-1,0,-2,-10,0,1,0,2025-03-11 15:06:39.764
3,-1,0,-2,-10,0,1,0,2025-03-11 15:06:39.775
-1,0,-2,-1,-9,0,-2,2,2025-03-11 15:06:39.787
-26,-4,0,0,-11,-1,-3,-8,2025-03-11 15:06:39.797
12,2,-2,-1,-10,-1,1,0,2025-03-11 15:06:39.808
12,2,-2,-1,-10,-1,1,0,2025-03-11 15:06:39.819
-1,-2,-1,-1,-10,-2,-1,-3,2025-03-11 15:06:39.830
-1,-2,-1,-1,-10,-2,-1,-3,2025-03-11 15:06:39.841
-12,-2,-1,-2,-10,-2,-1,-1,2025-03-11 15:06:39.853
3,0,1,-1,-10,0,0,5,2025-03-11 15:06:39.864
3,0,1,-1,-10,0,0,5,2025-03-11 15:06:39.875
14,-3,-1,0,-10,0,-1,-1,2025-03-11 15:06:39.887
14,-3,-1,0,-10,0,-1,-1,2025-03-11 15:06:39.897
16,1,-2,-1,-10,1,1,1,2025-03-11 15:06:39.909
-4,-4,-5,-1,-10,0,-2,-5,2025-03-11 15:06:39.920
4,1,0,-1,-10,-3,-2,-3,2025-03-11 15:06:39.931
4,1,0,-1,-10,-3,-2,-3,2025-03-11 15:06:39.942
11,3,-1,-2,-10,1,-1,3,2025-03-11 15:06:39.954
11,3,-1,-2,-10,1,-1,3,2025-03-11 15:06:39.965
2,-1,0,-1,-10,-1,-1,-2,2025-03-11 15:06:39.976
-1,1,1,0,-11,0,-1,0,2025-03-11 15:06:39.988
1,-2,-2,0,-12,-1,1,1,2025-03-11 15:06:39.999
-7,-3,-1,-2,-9,-2,-3,-1,2025-03-11 15:06:40.010
-7,-3,-1,-2,-9,-2,-3,-1,2025-03-11 15:06:40.020
1,-1,-3,-2,-8,-1,-2,1,2025-03-11 15:06:40.031
-1,-5,-2,-2,-11,-3,-1,-2,2025-03-11 15:06:40.042
